ID,Lesson,Student,right,bug,help,choice,string,number,point,pknowdirect,pknow,punchange,time,timeSD,time3SD,time5SD,howmanywrong,helppct,wrongpct,timeperact,prev3count,prev5count,recent8help,recent5wrong,manywrong,asymptoteA,asymptoteB,optoprac,GHpred,GHpredthresh,GNHpred,GNHpredthresh
4276,Splot,KCFBBBE,1,0,0,0,0,1,0,0.999999424,0.999999424,0,36.578,1.086866225,-0.950776115,-2.094467841,0,0,0,4.692722222,0,0,0,0,0,0,0,18,-0.310741482,0,0.027885801,0
4277,Splot,KCFBBBE,1,0,0,0,0,0,1,0.431578947,0.431578947,0,0.219,-0.905518052,0.597237148,-0.409548042,1,0,0,0.219,0,0,0,0,0,0,0,1,-0.122612947,0,-0.000817468,0
4278,Splot,KCFBBBE,0,0,0,0,0,0,1,0.187096774,0.187096774,0,4.297,-0.589441446,0.235634897,-0.769427943,2,0,1,4.297,0,0,0,0,0,0,0,1,-1.754574972,0,-0.00632827,0
4279,Splot,KCFBBBE,0,0,0,0,0,0,1,0.187096774,0.187096774,0,18.937,0.545272019,-0.408093274,-0.897722351,3,0,2,11.617,0,0,0,1,0,0,0,2,-3.84047502,0,-0.895369878,0
4280,Splot,KCFBBBE,1,0,0,0,0,0,1,-1,0.364705882,0,18.61,0.519926985,-0.949687479,0.19146547,3,0,0,18.61,0,0,0,2,0,0,0,1,-0.310030293,0,0.110460525,0
4281,Splot,KCFBBBE,1,0,0,0,0,0,1,0.414457831,0.414457831,0,4.593,-0.566499152,0.475757558,0.657105731,3,0,0,9.275666667,0,0,0,2,0,0,0,3,-0.077806181,0,-0.027581053,0
4282,Splot,KCFBBBE,1,0,0,1,0,0,0,0.407643312,0.407643312,0,1.078,-0.906027045,0.498699852,-0.996259646,0,0,0,0.958333333,0,0,0,2,0,0,1,3,-0.085491155,0,-0.002987004,0
4283,Splot,KCFBBBE,1,0,0,0,1,0,0,0.342879257,0.342879257,0,0.781,-0.65140474,-0.952599212,-0.996768638,0,0,0,23.8874,0,0,0,2,0,0,0,5,-0.311934307,0,0.14221949,0
4284,Splot,KCFBBBE,1,0,0,0,1,0,0,0.479921045,0.479921045,0,1.016,-0.648301569,-2.123930936,-1.058731932,0,0,0,20.0755,0,0,0,1,0,0,0,6,-1.550684651,0,0.266493597,0
4285,Splot,KCFBBBE,1,0,0,1,0,0,0,0.54162103,0.54162103,0,2.297,-0.498330823,-2.205733353,-2.25230552,0,0,0,1.293,0,0,0,0,0,0,1,4,-1.672432996,0,0.017825083,0
4286,Splot,KCFBBBE,1,0,0,1,0,0,0,0.607312533,0.607312533,0,1.672,-0.429322421,-1.798037132,-3.270563328,1,0,0,17.44642857,0,0,0,0,0,0,0,7,-1.111322275,0,0.19605829,0
4287,Splot,KCFBBBE,1,0,0,1,0,0,0,0.660920058,0.660920058,0,2.328,-0.369504522,-1.575954813,-3.133386597,0,0,0,1.5,0,0,0,0,0,0,1,5,-0.853749041,0,0.014774576,0
4288,Splot,KCFBBBE,1,0,0,1,0,0,0,0.715655638,0.715655638,0,2.531,-0.109720338,-1.297157767,-2.596864075,1,0,0,15.582,0,0,0,0,0,0,0,8,-0.578400031,0,0.126326952,0
4289,Splot,KCFBBBE,0,0,0,1,0,0,0,0.585156766,0.585156766,0,1.406,-0.460324434,-0.908547281,-2.055179673,2,0,2,1.484333333,0,0,0,0,0,0,1,6,0.834087053,1,0.008428669,0
4290,Splot,KCFBBBE,1,0,0,1,0,0,0,-1,0.585156766,1,1.563,-0.425108697,-0.939549294,-1.867202538,2,0,0,10.68,1,1,0,1,0,0,1,2,0.371854754,0,-0.737285085,0
4291,Splot,KCFBBBE,1,0,0,1,0,0,0,0.489261444,0.489261444,0,0.969,-0.693795761,-0.995153469,-1.793980412,0,0,0,3.8158,0,0,0,1,0,0,0,5,-0.340426084,0,0.023733166,0
4292,Splot,KCFBBBE,1,0,0,1,0,0,0,0.721811304,0.721811304,0,1.39,-0.574436359,-1.579228892,-2.058453752,1,0,0,3.4115,0,0,0,1,0,0,0,6,-0.857300088,0,0.033672121,0
4293,Splot,KCFBBBE,1,0,0,1,0,0,0,0.872417497,0.872417497,0,1.297,-0.868191641,-1.693340817,-2.263385589,0,0,0,3.109428571,0,0,0,1,0,0,0,7,-0.985669823,0,0.032908264,0
4294,Splot,KCFBBBE,0,0,0,1,0,0,0,0.872417497,0.872417497,0,1.953,-0.896574233,-2.13642376,-3.021856892,1,0,2,2.964875,0,0,0,1,0,0,0,8,-0.801049135,0,-0.885411066,0
4295,Splot,KCFBBBE,1,0,0,1,0,0,0,0.946919834,0.946919834,0,22.703,-0.169826973,-2.339202233,-3.458106691,1,0,0,5.158,1,1,0,1,0,0,0,9,-1.880954311,0,0.075410032,0
4296,Splot,KCFBBBE,0,0,0,0,1,0,0,0.202946274,0.202946274,0,6.079,-0.654086281,-1.934592847,-3.202824966,3,0,7,9.444285714,0,0,0,1,0,0,0,7,-2.798173648,0,-0.810807203,0
4297,Splot,KCFBBBE,0,1,0,0,1,0,0,0.202946274,0.202946274,0,1.25,-0.890054264,-1.720487487,-3.163115487,4,0,8,8.42,1,1,0,2,0,0,0,8,-1.463501884,0,-1.211021846,0
4298,Splot,KCFBBBE,1,0,0,0,1,0,0,-1,0.202946274,1,6.953,-0.611378471,-1.713967518,-3.478733391,4,0,0,6.77325,2,2,0,3,0,0,0,4,0.222085054,0,-0.664942934,0
4299,Splot,KCFBBBE,1,0,0,0,1,0,0,0.471581769,0.471581769,0,69.843,2.142742783,-2.155519015,-3.221920221,5,0,0,41.7655,0,0,0,3,0,0,1,2,-1.59715264,0,0.562664559,1
4300,Splot,KCFBBBE,0,0,0,0,0,1,0,0.225998641,0.225998641,0,1.954,-0.788346428,0.641310049,-0.182603205,1,0,1,4.714,0,0,0,2,0,0,0,3,0.45885437,0,-1.531394597,0
4301,Splot,KCFBBBE,0,0,0,0,0,1,0,0.225998641,0.225998641,0,5.062,-0.565658784,0.743017884,-0.801122661,2,0,2,4.801,1,1,0,3,0,0,0,4,1.248196312,1,-2.12229518,0
4302,Splot,KCFBBBE,1,0,0,0,0,1,0,-1,0.364705882,0,17.75,0.343434147,0.788737571,-0.712695164,2,0,0,17.75,2,2,0,3,0,0,0,1,-0.213849266,0,0.587499426,1
4303,Splot,KCFBBBE,0,0,0,0,0,1,0,0.225998641,0.225998641,0,40.703,1.310202951,-1.010571066,0.520793247,1,0,2,16.63,0,0,0,2,0,0,0,3,-0.36885558,0,-1.40746377,0
4304,Splot,KCFBBBE,0,0,0,0,0,1,0,0.225998641,0.225998641,0,1.531,-0.859791294,1.087978313,2.442374668,2,0,3,12.85525,1,1,0,3,0,0,0,4,2.131675134,1,-2.187413958,0
